Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2019-08-23,UAL,1608,SFO,RDU,,,,,false,,2019-08-23T22:00,2019-08-23T21:57,,,,,2019-08-24T06:04,2019-08-24T06:18,Boeing 737-900ER,,,,,,,,232ce73c-3395-4460-b8b7-9463c81d1eb0,b57b4c86-4724-48f1-80be-d7de4036004a,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,7852b092-092d-4c60-a638-d43993aa2899,,24012541-435d-4a27-af8a-4791336f1965
2019-11-27,AAL,3741,GSO,LGA,Main,42,B,D2,false,,2019-11-27T18:11,2019-11-27T18:16,,,,,2019-11-27T19:54,2019-11-27T19:54,Embraer RJ135,,,,,,,,cba81fda-eef5-4873-bab9-50db318c321b,ae1fc6a5-c42d-4e70-ba63-d641d248d270,495f7a2c-679a-4106-9bd3-33cf38d13c95,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,49a15aca-54a5-4c54-a7dc-6ac87a01b84e
2019-12-02,AAL,4156,LGA,GSO,B,C1,Main,50,false,,2019-12-02T17:50,2019-12-02T20:22,,,,,2019-12-02T19:48,2019-12-02T22:29,Embraer RJ135,,,,,,,,61923c46-1209-4799-a9bd-e1eb4472037c,ae1fc6a5-c42d-4e70-ba63-d641d248d270,dfeb8457-3376-49f8-b542-dbeb2ec9f719,495f7a2c-679a-4106-9bd3-33cf38d13c95,,49a15aca-54a5-4c54-a7dc-6ac87a01b84e
2019-12-14,AAL,1891,CLT,EWR,,,,,false,,2019-12-14T14:43,2019-12-14T14:47,,,,,2019-12-14T16:37,2019-12-14T16:51,Airbus A320,,,,,,,,0a78db05-3bb3-4b15-93d4-b35ac37ac5a5,ae1fc6a5-c42d-4e70-ba63-d641d248d270,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,4427d229-a1e2-4955-81fa-9b5c0f103f12,,dd390a1f-e92a-4411-ab72-04db16d42030
2019-12-15,CHH,7916,JFK,CTU,4,,T1,,false,,2019-12-15T01:50,2019-12-15T02:04,,,,,2019-12-16T05:55,2019-12-16T05:21,Boeing 787-9,,,,,,,,13386f73-b3fb-4e4e-b6f5-39beb830c74e,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,fc332185-4dde-4791-b449-0de5e83e47b9,b0c5320c-15c1-4f40-b789-0cfe491aeb91,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2019-12-16,CHH,7742,CTU,SZX,T2,150,T3,,false,,2019-12-16T11:15,2019-12-16T11:40,,,,,2019-12-16T13:35,2019-12-16T14:03,Airbus A330-200,,,,,,,,dd75097c-6651-46e3-acd8-19133529c14a,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,b0c5320c-15c1-4f40-b789-0cfe491aeb91,fe67fc1f-8483-4796-891a-81a54515c216,,b592e11d-fad7-492c-9c29-998f09eed93e
2020-01-10,CHH,7057,SZX,CKG,T3,21,T3,,false,,2020-01-10T12:20,2020-01-10T12:21,,,,,2020-01-10T14:40,2020-01-10T14:40,Boeing 787-8,,,,,,,,97fa2d2d-f431-4649-9606-ad3ab397c241,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,fe67fc1f-8483-4796-891a-81a54515c216,e1bae218-a685-4595-9d35-a07859dcfbc0,,4f948d40-962a-4fdf-b1d9-424282d24f76
2020-01-10,CHH,415,CKG,JFK,T3,,4,,false,,2020-01-10T21:50,2020-01-10T21:46,,,,,2020-01-10T23:50,2020-01-10T23:52,Boeing 787-9,,,,,,,,70c1b430-42c9-4874-a509-a6ae2483d529,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,e1bae218-a685-4595-9d35-a07859dcfbc0,fc332185-4dde-4791-b449-0de5e83e47b9,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2020-01-11,AAL,1380,EWR,CLT,,,,,false,,2020-01-11T10:08,2020-01-11T10:05,,,,,2020-01-11T12:27,2020-01-11T12:01,Airbus A321,,,,,,,,558467d9-c0af-41ce-b5b7-550d9084349d,ae1fc6a5-c42d-4e70-ba63-d641d248d270,4427d229-a1e2-4955-81fa-9b5c0f103f12,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2020-01-15,UAL,3938,GSO,IAD,Main,20,Main,A5A,false,,2020-01-15T10:00,2020-01-15T09:50,,,,,2020-01-15T11:10,2020-01-15T10:52,Bombardier CRJ200,,,,,,,,e2483bb1-415a-4dfc-a85f-32bc6296d831,b57b4c86-4724-48f1-80be-d7de4036004a,495f7a2c-679a-4106-9bd3-33cf38d13c95,519696f5-bda6-457c-ae4c-dd1cb07e20de,,758963aa-0757-419b-975d-20740a3ab5b8
2020-01-15,UAL,3773,IAD,ITH,Main,A5C,,,false,,2020-01-15T13:00,2020-01-15T12:50,,,,,2020-01-15T14:16,2020-01-15T13:57,Bombardier CRJ200,,,,,,,,bdb593e1-5820-4737-a8c5-5778c13cbf83,b57b4c86-4724-48f1-80be-d7de4036004a,519696f5-bda6-457c-ae4c-dd1cb07e20de,5d964d40-3ee0-4357-ab11-e0dc8f515fdb,,758963aa-0757-419b-975d-20740a3ab5b8
2020-05-24,DAL,3573,ITH,DTW,,,M,B2,false,,2020-05-24T13:21,2020-05-24T13:16,,,,,2020-05-24T14:51,2020-05-24T14:29,Bombardier CRJ200,,,,,,,,78faa822-fb40-4f61-8d62-4e3baf921360,a8765091-d043-44b1-936c-d217bb519e56,5d964d40-3ee0-4357-ab11-e0dc8f515fdb,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,758963aa-0757-419b-975d-20740a3ab5b8
2020-05-24,DAL,1763,DTW,SLC,,,,,false,,2020-05-24T17:50,2020-05-24T17:49,,,,,2020-05-24T19:35,2020-05-24T19:32,Airbus A321,,,,,,,,eb1a79fb-e5f0-410a-a3d0-243c6dc734d2,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,a9fd3eb2-255a-4372-9c86-ff4f7ee1d2c1,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2020-05-24,DAL,838,SLC,SFO,2,C2,1,C8,false,,2020-05-24T20:33,2020-05-24T21:26,,,,,2020-05-24T21:33,2020-05-24T22:13,Airbus A220-100,,,,,,,,1ca7e450-47cc-4ebf-8ced-6097d7d88487,a8765091-d043-44b1-936c-d217bb519e56,a9fd3eb2-255a-4372-9c86-ff4f7ee1d2c1,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,08f3690a-67fe-4be4-8138-cc20b688f722
2020-08-20,DAL,810,SFO,ATL,2,C4,S,B27,false,,2020-08-20T23:40,2020-08-20T23:34,,,,,2020-08-21T07:10,2020-08-21T07:02,Boeing 737-900ER,,,,,,,,7e57ea4f-457b-4de7-9fde-f25e187cf904,a8765091-d043-44b1-936c-d217bb519e56,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,6f0c1d11-cfef-4b33-b462-90379270f593,,24012541-435d-4a27-af8a-4791336f1965
2020-08-21,DAL,95,ATL,DTW,S,A30,EM,A68,false,,2020-08-21T09:40,2020-08-21T09:39,,,,,2020-08-21T11:31,2020-08-21T11:19,Airbus A321,,,,,,,,a536fb31-de4c-4769-8bfc-6852b8fd5b05,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2020-08-21,DAL,3779,DTW,ITH,EM,B16,,,false,,2020-08-21T14:07,2020-08-21T14:05,,,,,2020-08-21T15:27,2020-08-21T15:16,Bombardier CRJ200,,,,,,,,af17eccb-b41c-4b39-91da-3af0b600a77c,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,5d964d40-3ee0-4357-ab11-e0dc8f515fdb,,758963aa-0757-419b-975d-20740a3ab5b8
2021-01-09,UAL,292,BWI,ORD,,D15,1,B9,false,,2021-01-09T15:15,2021-01-09T15:08,,,,,2021-01-09T16:22,2021-01-09T15:58,Boeing 737-800,,,,,,,,3a0fa904-28f3-4278-a45c-07131f7f9469,b57b4c86-4724-48f1-80be-d7de4036004a,4923b37c-381e-48e6-ba91-7c75d4151f64,a5eff314-18e7-4c87-bd38-0131882f1b8d,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2021-01-15,AAL,2817,ORD,CLT,3,H12,,B15,false,,2021-01-15T13:45,2021-01-15T14:00,,,,,2021-01-15T16:41,2021-01-15T16:50,Airbus A320,,,,,,,,9521399d-32bc-48b4-aad2-37802504258c,ae1fc6a5-c42d-4e70-ba63-d641d248d270,a5eff314-18e7-4c87-bd38-0131882f1b8d,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,,dd390a1f-e92a-4411-ab72-04db16d42030
2021-01-15,AAL,6141,CLT,ITH,,E12,,5,false,,2021-01-15T18:10,2021-01-15T18:24:16,,,,,2021-01-15T20:09,2021-01-15T19:55,Embraer RJ145,,,,,,,,61965c0b-038d-4200-96e9-cf344877b3cb,ae1fc6a5-c42d-4e70-ba63-d641d248d270,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,5d964d40-3ee0-4357-ab11-e0dc8f515fdb,,6358f527-1221-47d3-9170-26351f84ac05
2021-04-22,DAL,4809,SYR,JFK,,25,4,B51,false,,2021-04-22T17:12,2021-04-22T17:07,,,,,2021-04-22T18:44,2021-04-22T18:10,Bombardier CRJ200,,,,,,,,55d7efff-eda3-43a2-af71-91322f473d91,a8765091-d043-44b1-936c-d217bb519e56,04dfaf2c-d811-4637-8401-75c6c35c10f8,fc332185-4dde-4791-b449-0de5e83e47b9,,758963aa-0757-419b-975d-20740a3ab5b8
2021-04-22,DAL,5763,JFK,DCA,4,B33,B,20,false,,2021-04-22T19:59,2021-04-22T19:52,,,,,2021-04-22T21:48,2021-04-22T21:10,Embraer 175,,,,,,,,a86a9ece-6f0c-44b5-92fb-7e18b3ef63f2,a8765091-d043-44b1-936c-d217bb519e56,fc332185-4dde-4791-b449-0de5e83e47b9,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,,36728d5b-40cd-46ec-93ba-8822376b565d
2021-04-26,DAL,985,DCA,JFK,B,18,4,B39,false,,2021-04-26T17:12,2021-04-26T17:11,,,,,2021-04-26T18:45,2021-04-26T18:12,Airbus A220-100,,,,,,,,10e98f01-b5fa-4fa0-8b0b-31c18e467c3b,a8765091-d043-44b1-936c-d217bb519e56,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,fc332185-4dde-4791-b449-0de5e83e47b9,,08f3690a-67fe-4be4-8138-cc20b688f722
2021-04-26,DAL,5036,JFK,SYR,4,B51,,23,false,,2021-04-26T20:59,2021-04-26T20:49,,,,,2021-04-26T22:30,2021-04-26T22:02,"Bombardier CRJ900 ",,,,,,,,83076603-583e-4b1a-9adf-fca2140c15b2,a8765091-d043-44b1-936c-d217bb519e56,fc332185-4dde-4791-b449-0de5e83e47b9,04dfaf2c-d811-4637-8401-75c6c35c10f8,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2021-10-10,UAL,3873,ITH,IAD,,3,Main,A4B,false,,2021-10-10T10:35,2021-10-10T10:36,,,,,2021-10-10T11:50,2021-10-10T11:40,Bombardier CRJ200,,,,,,,,3591d667-e8da-46b0-9885-208533f11a83,b57b4c86-4724-48f1-80be-d7de4036004a,5d964d40-3ee0-4357-ab11-e0dc8f515fdb,519696f5-bda6-457c-ae4c-dd1cb07e20de,,758963aa-0757-419b-975d-20740a3ab5b8
2021-10-10,UAL,3927,IAD,GSO,Main,A5A,Main,22,false,,2021-10-10T13:00,2021-10-10T12:53,,,,,2021-10-10T14:17,2021-10-10T14:10,Bombardier CRJ200,,,,,,,,5b58011e-9c0e-4711-9487-9ad9881cf208,b57b4c86-4724-48f1-80be-d7de4036004a,519696f5-bda6-457c-ae4c-dd1cb07e20de,495f7a2c-679a-4106-9bd3-33cf38d13c95,,758963aa-0757-419b-975d-20740a3ab5b8
2021-10-13,UAL,3757,GSO,IAD,Main,22,Main,A5A,false,,2021-10-13T19:59,2021-10-13T20:07,,,,,2021-10-13T21:14,2021-10-13T21:25,Bombardier CRJ200,,,,,,,,09cd8354-e52e-45c1-8a3d-22c1e83b9921,b57b4c86-4724-48f1-80be-d7de4036004a,495f7a2c-679a-4106-9bd3-33cf38d13c95,519696f5-bda6-457c-ae4c-dd1cb07e20de,,758963aa-0757-419b-975d-20740a3ab5b8
2021-10-13,UAL,3940,IAD,ITH,Main,A5B,,,false,,2021-10-13T22:10,2021-10-13T22:10,,,,,2021-10-13T23:26,2021-10-13T23:36,Bombardier CRJ200,,,,,,,,21e24683-6336-4776-95ed-553c01ff59d6,b57b4c86-4724-48f1-80be-d7de4036004a,519696f5-bda6-457c-ae4c-dd1cb07e20de,5d964d40-3ee0-4357-ab11-e0dc8f515fdb,,758963aa-0757-419b-975d-20740a3ab5b8
2022-03-03,DAL,5338,ITH,DTW,,,EM,C14,false,,2022-03-03T14:30,2022-03-03T14:25,,,,,2022-03-03T16:13,2022-03-03T15:51,Bombardier CRJ200,,,,,,,,36a282f0-2575-45e9-9769-05e34941f42f,a8765091-d043-44b1-936c-d217bb519e56,5d964d40-3ee0-4357-ab11-e0dc8f515fdb,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,758963aa-0757-419b-975d-20740a3ab5b8
2022-03-03,DAL,1140,DTW,ORD,EM,A25,2,E7,false,,2022-03-03T18:10,2022-03-03T18:08,,,,,2022-03-03T18:40,2022-03-03T18:26,Boeing 717-200,,,,,,,,2521a020-f8fc-4974-bc3f-d2c8cb10ee6d,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,a5eff314-18e7-4c87-bd38-0131882f1b8d,,92a68bee-2e3c-4fc9-975a-20b0d93ac3ed
2022-03-06,DAL,5155,MDW,DTW,,A5,EM,A59,false,,2022-03-06T09:38,2022-03-06T09:27,,,,,2022-03-06T11:49,2022-03-06T11:24,Bombardier CRJ700,,,,,,,,e844a54d-77df-40e7-bb36-9040d92c734f,a8765091-d043-44b1-936c-d217bb519e56,b1bccd34-3f11-416a-998f-65cc527ca2a0,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,1404a49a-a829-47ff-b37b-6c9273f21c77
2022-03-06,DAL,5338,DTW,ITH,EM,A71,,,false,,2022-03-06T12:20,2022-03-06T12:15,,,,,2022-03-06T13:47,2022-03-06T13:13,"Bombardier CRJ900 ",,,,,,,,6d54c2ab-e544-4523-8ece-a17f346f178c,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,5d964d40-3ee0-4357-ab11-e0dc8f515fdb,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2022-04-04,FFT,2695,SYR,MIA,,20,,F9,false,,2022-04-04T10:00,2022-04-04T10:06,,,,,2022-04-04T13:30,2022-04-04T13:24,Airbus A320neo,,,,,,,,a5e954eb-5a1b-4e72-85eb-df410820fbb3,382ef70a-2039-46de-bdbd-5b8aa0aeb0f7,04dfaf2c-d811-4637-8401-75c6c35c10f8,2a44ac82-ae36-48d1-87c0-e8cbb31ce45f,,fc3bd268-833c-40f4-a74c-9512dabcbe08
2022-04-08,FFT,2694,MIA,SYR,,F9,,20,false,,2022-04-08T06:00,2022-04-08T05:55,,,,,2022-04-08T09:15,2022-04-08T08:53,Airbus A320neo,,,,,,,,d62b2ada-0d7e-4d74-bc5d-c24763cd8da2,382ef70a-2039-46de-bdbd-5b8aa0aeb0f7,2a44ac82-ae36-48d1-87c0-e8cbb31ce45f,04dfaf2c-d811-4637-8401-75c6c35c10f8,,fc3bd268-833c-40f4-a74c-9512dabcbe08
2022-06-06,UAL,4354,SYR,IAD,,26,,A6B,false,,2022-06-06T19:49,2022-06-06T19:40,,,,,2022-06-06T21:20,2022-06-06T20:49,Embraer RJ145,,,,,,,,96cf6293-b633-41d0-9848-4e066552781a,b57b4c86-4724-48f1-80be-d7de4036004a,04dfaf2c-d811-4637-8401-75c6c35c10f8,519696f5-bda6-457c-ae4c-dd1cb07e20de,,6358f527-1221-47d3-9170-26351f84ac05
2022-07-23,DAL,2229,JFK,SFO,4,B36,2,C8,false,,2022-07-23T15:55,2022-07-23T17:51,,,,,2022-07-23T19:59,2022-07-23T20:58,Boeing 767-300,,,,,,,,ef54d048-9998-464b-a092-e36b2d9eb844,a8765091-d043-44b1-936c-d217bb519e56,fc332185-4dde-4791-b449-0de5e83e47b9,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,3e31e7b6-cfc1-4a82-b88b-bbb8ecad73c3
2022-08-23,DAL,325,SFO,JFK,2,C9,4,B22,false,,2022-08-23T15:15,2022-08-23T15:12,,,,,2022-08-23T23:58,2022-08-23T23:43,Boeing 767-300,,,,,,,,7e90b387-06b6-4864-ae64-fdc93dfe1f94,a8765091-d043-44b1-936c-d217bb519e56,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,fc332185-4dde-4791-b449-0de5e83e47b9,,3e31e7b6-cfc1-4a82-b88b-bbb8ecad73c3
2022-09-17,NKS,1401,EWR,FLL,B,42,4,G12,false,,2022-09-17T11:35,2022-09-17T11:33,,,,,2022-09-17T14:31,2022-09-17T14:36,Airbus A321,,,,,,,,dec7b5e4-554e-46cc-a4bd-506da03a0489,ffe5c844-1817-47ed-ab7c-6b41364be364,4427d229-a1e2-4955-81fa-9b5c0f103f12,5420aa1f-50fb-46f2-b2e8-b7e99ff9f4fb,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2022-09-18,NKS,857,FLL,LGA,4,G12,A,A3,false,,2022-09-18T12:59,2022-09-18T13:20,,,,,2022-09-18T15:53,2022-09-18T16:04,Airbus A321,,,,,,,,8f656a0e-dd30-46fa-9cdd-366b1fb25147,ffe5c844-1817-47ed-ab7c-6b41364be364,5420aa1f-50fb-46f2-b2e8-b7e99ff9f4fb,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2022-09-19,NKS,3173,MIA,LGA,,G10,A,A4,false,,2022-09-19T16:01,2022-09-19T15:57,,,,,2022-09-19T19:00,2022-09-19T19:23,Airbus A321,,,,,,,,83c35cde-70b7-42b9-ad8b-8e108a6244ab,ffe5c844-1817-47ed-ab7c-6b41364be364,2a44ac82-ae36-48d1-87c0-e8cbb31ce45f,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2022-11-05,AAL,2036,LGA,CLT,B,30,Main,C6,false,,2022-11-05T10:00,2022-11-05T09:54,,,,,2022-11-05T12:10,2022-11-05T11:57,Airbus A321,,,,,,,,ffe12e61-3fcc-4ad0-96c9-3692f28ba3ce,ae1fc6a5-c42d-4e70-ba63-d641d248d270,dfeb8457-3376-49f8-b542-dbeb2ec9f719,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2022-11-05,AAL,1897,CLT,RDU,Main,B10,2,C15,false,,2022-11-05T13:00,2022-11-05T13:09,,,,,2022-11-05T13:56,2022-11-05T14:01,Boeing 737-800,,,,,,,,d8d7ca93-a254-41ff-b884-5e609b4b0fe1,ae1fc6a5-c42d-4e70-ba63-d641d248d270,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,7852b092-092d-4c60-a638-d43993aa2899,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
