Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2010-05-20,CCA,1384,SZX,PEK,B,,3,,false,,2010-05-20T22:20,2010-05-21T00:30,,,,,2010-05-21T01:20,,Airbus A321,,,,,,,,23e2d83a-7897-4492-a564-0957427ae666,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,fe67fc1f-8483-4796-891a-81a54515c216,fa495023-95f7-46c7-abf5-69a5f2120d69,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2010-05-26,CCA,3311,PEK,SZX,3,,B,,false,,2010-05-26T08:30,2010-05-26T08:49,,,,,2010-05-26T11:30,2010-05-26T11:40,Boeing 737-900,,,,,,,,3e6c0301-7602-4842-89ba-df96f6b01652,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,fa495023-95f7-46c7-abf5-69a5f2120d69,fe67fc1f-8483-4796-891a-81a54515c216,,96c34e5f-1bf1-475f-8bf2-23522f46bb23
2011-01-31,CCA,1338,SZX,PEK,B,,3,,false,,2011-01-31T13:05,2011-01-31T13:52,,,,,2011-01-31T16:05,2011-01-31T16:33,Airbus A330,,,,,,,,1b6d7d73-6f48-4013-83e8-aa62f6fb5cfc,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,fe67fc1f-8483-4796-891a-81a54515c216,fa495023-95f7-46c7-abf5-69a5f2120d69,,f4a5b854-d517-4008-954b-07efefb9efc3
2011-01-31,CCA,985,PEK,SFO,3,,I,,false,,2011-01-31T16:00,2011-01-31T16:24,,,,,2011-01-31T11:20,2011-01-31T10:52,Boeing 747-400,,,,,,,,d5c00f54-dd87-42cf-a4d9-f0787fbc805d,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,fa495023-95f7-46c7-abf5-69a5f2120d69,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,fa1c6563-0a22-4a7a-b46b-0dd291f5aed2
2011-02-13,UAL,1573,SFO,PHL,1,29,B,B5,false,,2011-02-13T08:30,2011-02-13T08:47,,,,,2011-02-13T16:48,2011-02-13T17:04,Airbus A321,,,,,,,,30b19170-093d-4f97-bbc1-1d24a514efb1,b57b4c86-4724-48f1-80be-d7de4036004a,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,a0d1ae30-2637-4b7c-87bd-91e31dc37468,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2011-02-18,UAL,846,IAD,SFO,Main,C12,3,86,false,,2011-02-18T08:30,2011-02-18T08:30,,,,,2011-02-18T11:31,2011-02-18T11:41,Boeing 767-300,,,,,,,,002e9284-2146-4290-87f2-118fca775d87,b57b4c86-4724-48f1-80be-d7de4036004a,519696f5-bda6-457c-ae4c-dd1cb07e20de,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,43446f91-8c37-47d7-bb5e-609364bbe870
2011-02-26,CCA,8889,SFO,PEK,I,G97,3,E30,false,,2011-02-26T11:07,2011-02-26T11:39,,,,,2011-02-27T15:40,2011-02-27T16:30,Boeing 777,,,,,,,,f7ade4ea-8ad1-4a70-ad1b-3539e614727f,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,fa495023-95f7-46c7-abf5-69a5f2120d69,,3d9b62ce-217c-490e-9dff-06d51ecb3791
2011-02-27,CCA,3311,PEK,SZX,3,,B,,false,,2011-02-27T08:10,2011-02-27T08:58,,,,,2011-02-27T11:20,2011-02-27T11:53,Airbus A320,,,,,,,,4091f877-224d-4298-a54f-4c8c26c9c6cb,6d518838-0f6b-4a46-ae2a-efa5b86cdfc2,fa495023-95f7-46c7-abf5-69a5f2120d69,fe67fc1f-8483-4796-891a-81a54515c216,,63155468-7f9d-4f33-8e5d-c0bf2edd2987
2012-05-20,CSN,5156,SZX,KMG,B,,,,false,,2012-05-20T12:00,2012-05-20T12:23,,,,,2012-05-20T14:15,2012-05-20T14:23,Boeing 737,,,,,,,,6d6673b6-3518-47b3-81dd-771dc8689968,255d4d33-d2aa-4a84-bc7d-0613c507151f,fe67fc1f-8483-4796-891a-81a54515c216,e90b5211-2818-465b-a4f2-f6f7fb8da6b1,,9d52e2d2-e872-477e-b033-23bff043de69
2012-05-31,CSN,3452,KMG,SZX,,,A,,false,,2012-05-31T20:55,2012-05-31T20:57,,,,,2012-05-31T22:45,2012-05-31T22:36,Airbus A319,,,,,,,,2c98bae3-0d85-4dd5-bef5-e658b1d41ff6,255d4d33-d2aa-4a84-bc7d-0613c507151f,e90b5211-2818-465b-a4f2-f6f7fb8da6b1,fe67fc1f-8483-4796-891a-81a54515c216,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2012-07-23,CSN,3577,SZX,FOC,A,,,,false,,2012-07-23T12:20,2012-07-23T12:35,,,,,2012-07-23T13:40,2012-07-23T13:46,Airbus A320,,,,,,,,665e91a9-4211-4159-b097-e2b3fd77e32b,255d4d33-d2aa-4a84-bc7d-0613c507151f,fe67fc1f-8483-4796-891a-81a54515c216,9ef7076e-fb17-4ecb-aca2-c953d202e7ee,,63155468-7f9d-4f33-8e5d-c0bf2edd2987
2012-07-29,CSN,3578,FOC,SZX,,,A,,false,,2012-07-29T17:45,2012-07-29T18:02,,,,,2012-07-29T19:15,2012-07-29T19:16,Airbus A320,,,,,,,,8d0b84be-25de-497f-84c5-6e5580aa270c,255d4d33-d2aa-4a84-bc7d-0613c507151f,9ef7076e-fb17-4ecb-aca2-c953d202e7ee,fe67fc1f-8483-4796-891a-81a54515c216,,63155468-7f9d-4f33-8e5d-c0bf2edd2987
2013-01-24,CPA,870,HKG,SFO,1,4,I,,false,,2013-01-24T14:05,2013-01-24T14:09,,,,,2013-01-24T10:00,2013-01-24T10:07,,,,,,,,,f77b8674-139b-4498-b31f-6f5b782b3e95,8508d82c-f03a-4c99-88d8-46ede5aceb6d,7da61aa8-3d56-411b-8be5-50a198e86c60,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,
2013-02-17,SWA,1710,SFO,LAS,1,29,1,C25,false,,2013-02-17T08:20,2013-02-17T08:13,,,,,2013-02-17T09:55,2013-02-17T09:32,,,,,,,,,f22eb352-02ab-4bec-8635-24938077a179,be4c4286-2c02-4dca-86d4-56e19aa348f7,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,13ec7b81-ab66-4c6c-b632-92f18740c05b,,
2013-02-18,AZA,3526,LAS,LAX,1,D39,6,68A,false,,2013-02-18T06:00,2013-02-18T05:55,,,,,2013-02-18T07:09,2013-02-18T06:57,,,,,,,,,a80f1ceb-26d2-42db-9642-bd2882c7ecb8,38d3fcc3-4655-469a-993a-08cffbf29316,13ec7b81-ab66-4c6c-b632-92f18740c05b,25b8d712-9888-423f-868d-b25f1d184aaf,,
2013-02-19,SWA,1801,LAX,SFO,1,11,1,28,false,,2013-02-19T06:00,2013-02-19T06:05,,,,,2013-02-19T07:30,2013-02-19T07:24,,,,,,,,,854866e8-0e19-401e-92b0-6b482f0c3dd6,be4c4286-2c02-4dca-86d4-56e19aa348f7,25b8d712-9888-423f-868d-b25f1d184aaf,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,
2013-02-20,CPA,879,SFO,HKG,I,,1,,false,,2013-02-20T11:50,2013-02-20T11:47,,,,,2013-02-21T18:50,2013-02-21T18:33,,,,,,,,,abd71388-08c1-41c9-8776-2a3239b82926,8508d82c-f03a-4c99-88d8-46ede5aceb6d,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,7da61aa8-3d56-411b-8be5-50a198e86c60,,
2013-07-31,CSN,3559,SZX,NKG,A,,,,false,,2013-07-31T08:00,2013-07-31T08:17,,,,,2013-07-31T09:50,2013-07-31T10:05,,,,,,,,,835306e5-de07-4729-af13-4d4d1fecffe3,255d4d33-d2aa-4a84-bc7d-0613c507151f,fe67fc1f-8483-4796-891a-81a54515c216,6c95878b-b90d-42ec-bed8-5d9eda5d3296,,
2013-08-05,CSN,3552,SHA,SZX,2,,A,,false,,2013-08-05T18:30,2013-08-05T19:24,,,,,2013-08-05T20:45,2013-08-05T21:17,,,,,,,,,a22622a5-2e6c-421e-b8f6-08da9fd10af5,255d4d33-d2aa-4a84-bc7d-0613c507151f,5382e2ef-9ea4-4c98-9586-ab44a30cdb43,fe67fc1f-8483-4796-891a-81a54515c216,,
2013-08-21,CSZ,9992,HFE,SZX,,,B,,false,,2013-08-21T11:25,2013-08-21T13:00,,,,,2013-08-21T13:30,2013-08-21T14:42,Boeing 737-800,,,,,,,,9e4e52a5-2b26-41bd-bf56-f2768f8f0cf3,882ae493-92fd-4736-99aa-2a349ce76c91,70ba7eb0-7231-45d8-b67f-05baea3769cf,fe67fc1f-8483-4796-891a-81a54515c216,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2014-08-17,CES,4563,SZX,TXN,T3,,,,false,,2014-08-17T20:15,2014-08-17T20:37,,,,,2014-08-17T22:05,2014-08-17T22:20,Airbus A319,,,,,,,,38c9672d-f546-47c1-8bda-475ff4f6c107,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,fe67fc1f-8483-4796-891a-81a54515c216,e9715cac-a4fe-4170-bd7a-42a5fd698ed5,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2015-07-08,CPA,872,HKG,SFO,1,4,I,,false,,2015-07-08T00:30,2015-07-08T01:53,,,,,2015-07-07T22:15,2015-07-07T22:57,Boeing 777-300 ER,,,,,,,,aa3ea589-26fe-4e50-8aa6-abd883b5dbab,8508d82c-f03a-4c99-88d8-46ede5aceb6d,7da61aa8-3d56-411b-8be5-50a198e86c60,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,78eac566-1ad0-4ded-9979-9510dfde05f2
2015-07-27,CPA,873,SFO,HKG,I,,1,,false,,2015-07-27T01:00,2015-07-27T00:53,,,,,2015-07-28T06:10,2015-07-28T05:27,,,,,,,,,23a64206-cdd8-4c8a-b7bf-8ebc69067ea7,8508d82c-f03a-4c99-88d8-46ede5aceb6d,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,7da61aa8-3d56-411b-8be5-50a198e86c60,,
2016-02-21,CPA,412,HKG,ICN,1,,,126,false,,2016-02-21T00:55,2016-02-21T00:59,,,,,2016-02-21T05:20,2016-02-21T05:23,Airbus A330-300,,,,,,,,63c6c984-3d6f-4690-b4a8-3a2bebe3b269,8508d82c-f03a-4c99-88d8-46ede5aceb6d,7da61aa8-3d56-411b-8be5-50a198e86c60,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2016-02-25,CPA,419,ICN,HKG,,122,1,,false,,2016-02-25T19:50,2016-02-25T20:16,,,,,2016-02-25T22:45,2016-02-25T23:10,Airbus A330-300,,,,,,,,b21428a2-80c2-41a3-b929-8e809c6eb350,8508d82c-f03a-4c99-88d8-46ede5aceb6d,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,7da61aa8-3d56-411b-8be5-50a198e86c60,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2016-07-22,CPA,502,HKG,KIX,1,64,1,N3,false,,2016-07-22T16:25,2016-07-22T16:23,,,,,2016-07-22T21:10,2016-07-22T21:13,Boeing 777-300,,,,,,,,45f1e93b-5850-430f-8a5f-f40ba09033eb,8508d82c-f03a-4c99-88d8-46ede5aceb6d,7da61aa8-3d56-411b-8be5-50a198e86c60,05f38441-6e21-4f4f-8b90-f6ff8be5f037,,41adc260-cf8e-4245-a647-67b85d4348b6
2016-07-27,CPA,501,NRT,HKG,2,95,1,,false,,2016-07-27T10:45,2016-07-27T10:57,,,,,2016-07-27T14:40,2016-07-27T14:08,Boeing 777-300,,,,,,,,9e8609f5-4bd8-4f8b-8004-5869b93d157f,8508d82c-f03a-4c99-88d8-46ede5aceb6d,42cbe764-fc30-49b0-9e72-eca5f6c21767,7da61aa8-3d56-411b-8be5-50a198e86c60,,41adc260-cf8e-4245-a647-67b85d4348b6
2017-07-23,CXA,8069,SZX,XMN,T3,45,3,,false,,2017-07-23T09:45,,,,,,2017-07-23T11:05,,Boeing 737-800,,,,,,,,c9e356f6-0712-4bff-ae7c-d0cc1eb3150b,d0ee441b-1a09-4d7c-b736-c4c8b7155b60,fe67fc1f-8483-4796-891a-81a54515c216,4b0054f0-7183-4b80-bfa1-1f79ad79ffe5,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2017-07-29,CXA,8070,XMN,SZX,3,,T3,,false,,2017-07-29T20:10,,,,,,2017-07-29T21:20,,Boeing 737-800,,,,,,,,273caaf6-5fd4-499e-ad34-f497158dc24b,d0ee441b-1a09-4d7c-b736-c4c8b7155b60,4b0054f0-7183-4b80-bfa1-1f79ad79ffe5,fe67fc1f-8483-4796-891a-81a54515c216,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2018-01-31,THA,601,HKG,BKK,2,42,,,false,,2018-01-31T12:45,2018-01-31T13:12,,,,,2018-01-31T14:25,2018-01-31T15:32,Boeing 747-400,,,,,,,,e065b00d-2386-4718-a9a6-07f9b9a0cbaa,a0b83fd3-dea9-4db2-a20a-cf6b63e1b6af,7da61aa8-3d56-411b-8be5-50a198e86c60,548d409f-68f7-4450-aaaf-87133919af6d,,c71ef305-0d60-4253-9650-b4f6eaf4713c
2018-02-03,TLM,812,DMK,KBV,2,34,,,false,,2018-02-03T15:20,,,,,,2018-02-03T16:50,,Boeing 737-900ER,,,,,,,,b700f6a1-eda5-4f18-a668-2efe5a2355d7,ee625d9e-cb1d-44ba-b7e0-98b57f172e28,99e501ce-1da8-427e-b685-4f54c4a1a6ee,e8c50bb1-a8e6-4e68-ba81-414d7f443bc6,,24012541-435d-4a27-af8a-4791336f1965
2018-02-08,TLM,759,HKT,DMK,,,2,,false,,2018-02-08T16:45,,,,,,2018-02-08T18:10,,Airbus A330-300,,,,,,,,164a3344-e6e9-49c0-8a50-b324aa03bf86,ee625d9e-cb1d-44ba-b7e0-98b57f172e28,5c2e8f65-88c9-4917-a076-4043eff8a926,99e501ce-1da8-427e-b685-4f54c4a1a6ee,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2018-02-10,THA,602,BKK,HKG,,D7,1,,false,,2018-02-10T18:40,2018-02-10T18:43,,,,,2018-02-10T22:25,2018-02-10T22:33,Airbus A330-300,,,,,,,,6af499d7-7fc7-4bbe-b4ca-75f8364779cf,a0b83fd3-dea9-4db2-a20a-cf6b63e1b6af,548d409f-68f7-4450-aaaf-87133919af6d,7da61aa8-3d56-411b-8be5-50a198e86c60,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2018-06-19,CHH,7257,SZX,CKG,T3,21,T3,,false,,2018-06-19T14:20,2018-06-19T14:11,,,,,2018-06-19T16:30,2018-06-19T16:40,Airbus A330-200,,,,,,,,47859811-4522-48d7-af40-4d46e98de755,0f72443f-2b6b-46d8-92f7-94f57e6c4bea,fe67fc1f-8483-4796-891a-81a54515c216,e1bae218-a685-4595-9d35-a07859dcfbc0,,b592e11d-fad7-492c-9c29-998f09eed93e
2018-06-24,UEA,2245,CTU,ZYI,T2,,,,false,,2018-06-24T15:05,2018-06-24T14:48,,,,,2018-06-24T16:30,2018-06-24T16:35,Airbus A320,,,,,,,,fc76bb28-d923-4277-9c62-ab4d10ec4f4e,855312f9-4302-4af6-86bb-3089d4a0de7c,b0c5320c-15c1-4f40-b789-0cfe491aeb91,5ebfc50a-4465-4b6b-8fdb-9f67e413c691,,dd390a1f-e92a-4411-ab72-04db16d42030
2018-06-24,UEA,2245,ZYI,SZX,,,T3,,false,,2018-06-24T17:15,2018-06-24T17:24,,,,,2018-06-24T19:00,2018-06-24T19:24,Airbus A320,,,,,,,,797415ec-a297-46fb-a49e-3e3c7c68ff03,855312f9-4302-4af6-86bb-3089d4a0de7c,5ebfc50a-4465-4b6b-8fdb-9f67e413c691,fe67fc1f-8483-4796-891a-81a54515c216,,dd390a1f-e92a-4411-ab72-04db16d42030
2018-08-09,SIA,2,HKG,SFO,1,18,INTL,A3,false,,2018-08-09T23:30,2018-08-10T00:22,,,,,2018-08-09T21:15,2018-08-09T22:08,Boeing 777-300 ER,,,,,,,,e85a423f-857f-4103-94e2-271a0f812508,30242dfb-68a4-4ee8-8055-f967ba273f38,7da61aa8-3d56-411b-8be5-50a198e86c60,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,78eac566-1ad0-4ded-9979-9510dfde05f2
2018-08-20,SWA,1521,SFO,DAL,1,25,,18,false,,2018-08-20T08:55,2018-08-20T09:03,,,,,2018-08-20T14:30,2018-08-20T14:19,Boeing 737-700,,,,,,,,7d5c8bc1-400a-4326-a4e0-35aebb477154,be4c4286-2c02-4dca-86d4-56e19aa348f7,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,3cbb70b8-eb30-493b-98df-313a5f330fa8,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-08-20,SWA,1473,DAL,CLT,,,,,false,,2018-08-20T15:35,2018-08-20T15:31,,,,,2018-08-20T19:05,2018-08-20T18:55,Boeing 737-700,,,,,,,,f81dba5d-d18e-41f3-989b-30e57e36e5e1,be4c4286-2c02-4dca-86d4-56e19aa348f7,3cbb70b8-eb30-493b-98df-313a5f330fa8,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2018-11-22,UAL,4212,GSO,EWR,Main,26,A,20A,false,,2018-11-22T13:05,2018-11-22T12:55,,,,,2018-11-22T15:01,2018-11-22T14:59,Embraer RJ145,,,,,,,,02500240-ddcc-4633-9f74-407055acaca9,b57b4c86-4724-48f1-80be-d7de4036004a,495f7a2c-679a-4106-9bd3-33cf38d13c95,4427d229-a1e2-4955-81fa-9b5c0f103f12,,6358f527-1221-47d3-9170-26351f84ac05
2018-11-26,UAL,4965,EWR,GSO,A,26,Main,,false,,2018-11-26T21:59,2018-11-27T00:09,,,,,2018-11-26T23:53,2018-11-27T01:53,Embraer RJ145,,,,,,,,50ea6b50-3afb-4e14-ad42-e8243162b28a,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,495f7a2c-679a-4106-9bd3-33cf38d13c95,,6358f527-1221-47d3-9170-26351f84ac05
2018-12-16,AAL,2061,CLT,SFO,Main,,,,false,,2018-12-16T14:00,2018-12-16T14:58,,,,,2018-12-16T16:43,2018-12-16T17:33,Airbus A321,,,,,,,,449cac7b-5e0e-47f3-8540-fdfdf76be89b,ae1fc6a5-c42d-4e70-ba63-d641d248d270,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2019-01-12,AAL,1960,SFO,CLT,,,,,false,,2019-01-12T08:27,2019-01-12T08:24,,,,,2019-01-12T16:30,2019-01-12T16:19,Airbus A321,,,,,,,,3795220d-0458-47ae-8576-f0e086f2a71e,ae1fc6a5-c42d-4e70-ba63-d641d248d270,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,9bafd1d5-34a5-4ba8-b6af-61d3350d5912,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2019-02-22,DAL,5294,GSO,LGA,Main,31,C,C16,false,,2019-02-22T13:47,2019-02-22T13:44,,,,,2019-02-22T15:29,2019-02-22T15:16,"Bombardier CRJ900 ",,,,,,,,93ac05dc-e1b1-46ba-82f6-edf1c78649b0,a8765091-d043-44b1-936c-d217bb519e56,495f7a2c-679a-4106-9bd3-33cf38d13c95,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2019-02-22,DAL,6021,LGA,BOS,C,C38,A,A7,false,,2019-02-22T16:59,2019-02-22T17:14,,,,,2019-02-22T18:24,2019-02-22T18:30,Embraer 175,,,,,,,,f5363617-a52c-4473-8a55-a3fc22162562,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,813ec62f-c303-44d9-a041-a4434d6fd652,,36728d5b-40cd-46ec-93ba-8822376b565d
2019-02-24,UAL,1202,BOS,EWR,,,,,false,,2019-02-24T18:00,2019-02-24T19:18,,,,,2019-02-24T19:40,2019-02-24T20:42,Boeing 737-900ER,,,,,,,,02c057ca-3e11-4983-afab-76cc589dfdc5,b57b4c86-4724-48f1-80be-d7de4036004a,813ec62f-c303-44d9-a041-a4434d6fd652,4427d229-a1e2-4955-81fa-9b5c0f103f12,,24012541-435d-4a27-af8a-4791336f1965
2019-02-24,UAL,4921,EWR,GSO,C,130X,Main,26,false,,2019-02-24T21:59,2019-02-24T21:54,,,,,2019-02-24T23:48,2019-02-24T23:51,Embraer RJ145,,,,,,,,f01a3fdf-d463-4350-a102-e5eaed2c647f,b57b4c86-4724-48f1-80be-d7de4036004a,4427d229-a1e2-4955-81fa-9b5c0f103f12,495f7a2c-679a-4106-9bd3-33cf38d13c95,,6358f527-1221-47d3-9170-26351f84ac05
2019-05-09,FDX,1074,GSO,MCO,,,,,false,,2019-05-09T03:30,2019-05-09T03:15,,,,,,2019-05-09T04:44,Boeing 757-200,,,,,,,,3fc3ef5d-65ed-4a1a-b836-63f36f3dd9ab,e8fb4a3e-0085-4ae3-99b7-09ce92a836c6,495f7a2c-679a-4106-9bd3-33cf38d13c95,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,2c3a4012-9fb9-44fc-9a71-0b6cb336042e
2019-05-11,ASA,753,RDU,SEA,,,,,false,,2019-05-11T17:25,2019-05-11T17:43,,,,,2019-05-11T20:15,2019-05-11T20:15,Boeing 737-900ER,,,,,,,,0c19e7c7-c598-4b85-85f7-08e46191d66a,45411282-5411-46ac-89ce-720ab9efe700,7852b092-092d-4c60-a638-d43993aa2899,b3f217fd-4bc7-4806-9efe-abe9446a74df,,24012541-435d-4a27-af8a-4791336f1965
2019-05-12,DAL,2547,GSO,ATL,Main,34,S,B34,false,,2019-05-12T07:00,2019-05-12T06:59,,,,,2019-05-12T08:20,2019-05-12T08:36,McDonnell Douglas MD-88,,,,,,,,822c8f06-13e1-44b3-8cb5-c190c02790b0,a8765091-d043-44b1-936c-d217bb519e56,495f7a2c-679a-4106-9bd3-33cf38d13c95,6f0c1d11-cfef-4b33-b462-90379270f593,,766937e1-adaf-43ca-b3d1-e81bd5e37a90
2019-05-12,DAL,967,ATL,SEA,S,A29,A,2,false,,2019-05-12T09:40,2019-05-12T09:40,,,,,2019-05-12T11:59,2019-05-12T11:58,Boeing 757-300,,,,,,,,f9aef88b-4394-4e5e-87b2-406afe02a8f6,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,b3f217fd-4bc7-4806-9efe-abe9446a74df,,0e3e6575-bd45-480c-bd83-360ac9fc02d2
2019-05-12,AAL,260,MCO,MIA,,,,,false,,2019-05-12T11:27,2019-05-12T11:25,,,,,2019-05-12T12:34,2019-05-12T12:42,Boeing 737-800,,,,,,,,6f1e3f1c-edb0-4b96-bf60-b7f28270dcff,ae1fc6a5-c42d-4e70-ba63-d641d248d270,85570a14-2373-4bad-a7b5-b3a9a7fdce90,2a44ac82-ae36-48d1-87c0-e8cbb31ce45f,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2019-05-13,CXA,846,SEA,SZX,S,16,T3,,false,,2019-05-13T12:45,,,,,,2019-05-14T18:00,2019-05-14T16:56,Boeing 787-8,,,,,,,,2db4c6e3-ce71-4d8c-8418-4c00e77fce4a,d0ee441b-1a09-4d7c-b736-c4c8b7155b60,b3f217fd-4bc7-4806-9efe-abe9446a74df,fe67fc1f-8483-4796-891a-81a54515c216,,4f948d40-962a-4fdf-b1d9-424282d24f76
2019-05-15,AAL,2657,MIA,MCO,,,,,false,,2019-05-15T06:59,2019-05-15T07:08,,,,,2019-05-15T08:06,2019-05-15T08:09,Boeing 737-800,,,,,,,,77fef59d-3258-4bd1-9ca1-ee78a01aa432,ae1fc6a5-c42d-4e70-ba63-d641d248d270,2a44ac82-ae36-48d1-87c0-e8cbb31ce45f,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2019-05-15,NKS,490,MCO,GSO,,,,,false,,2019-05-15T12:06,2019-05-15T12:13,,,,,2019-05-15T13:45,2019-05-15T14:04,Airbus A319,,,,,,,,f1004863-24e4-4229-96ae-b56827643271,ffe5c844-1817-47ed-ab7c-6b41364be364,85570a14-2373-4bad-a7b5-b3a9a7fdce90,495f7a2c-679a-4106-9bd3-33cf38d13c95,,fb8254ff-1d83-4fe1-a147-882c217dfcbe
2019-06-23,CAL,586,SZX,KHH,T3,3,I,32,false,,2019-06-23T11:30,2019-06-23T11:43,,,,,2019-06-23T13:05,,Airbus A330-300,,,,,,,,18baa28d-bf6e-47ec-be42-fa13e1b5370e,772d4949-a060-41e4-b4d4-6aff942bbf73,fe67fc1f-8483-4796-891a-81a54515c216,77606594-6158-43fc-8eba-79f0ff99f8f5,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2019-07-05,CAL,527,TPE,SZX,1,A8,T3,,false,,2019-07-05T14:50,2019-07-05T14:50,,,,,2019-07-05T16:45,2019-07-05T16:43,Boeing 747-400,,,,,,,,23329e6e-b71f-452f-b7f5-9ede03c92d77,772d4949-a060-41e4-b4d4-6aff942bbf73,1a0ff314-4db9-43eb-aef0-59d40b78505b,fe67fc1f-8483-4796-891a-81a54515c216,,c71ef305-0d60-4253-9650-b4f6eaf4713c
2019-08-21,CPA,5704,HKG,KWL,1,506,2,,false,,2019-08-21T09:00,2019-08-21T08:48,,,,,2019-08-21T10:30,2019-08-21T10:15,Airbus A320,,,,,,,,5d21aa4f-90e7-4552-9ed2-51e7ff998d03,8508d82c-f03a-4c99-88d8-46ede5aceb6d,7da61aa8-3d56-411b-8be5-50a198e86c60,0e5a36ee-c58a-474c-a839-a48eb96e08e5,,dd390a1f-e92a-4411-ab72-04db16d42030
2019-08-21,CPA,5703,KWL,HKG,,,1,,false,,2019-08-21T11:25,2019-08-21T11:07,,,,,2019-08-21T12:55,2019-08-21T12:24,Airbus A320,,,,,,,,19e33bfd-f41c-4584-85e2-a0797b0751d0,8508d82c-f03a-4c99-88d8-46ede5aceb6d,0e5a36ee-c58a-474c-a839-a48eb96e08e5,7da61aa8-3d56-411b-8be5-50a198e86c60,,dd390a1f-e92a-4411-ab72-04db16d42030
2019-08-23,CSN,4021,SZX,SEA,T3,9,,,false,,2019-08-23T12:45,2019-08-23T14:16,,,,,2019-08-23T10:15,,Boeing 787-8,,,,,,,,367aa969-df12-4ad3-b7f4-06038e989ad8,255d4d33-d2aa-4a84-bc7d-0613c507151f,fe67fc1f-8483-4796-891a-81a54515c216,b3f217fd-4bc7-4806-9efe-abe9446a74df,,4f948d40-962a-4fdf-b1d9-424282d24f76
2019-08-23,UAL,1451,SEA,SFO,,,,,false,,2019-08-23T15:55,2019-08-23T15:50,,,,,2019-08-23T18:07,2019-08-23T17:58,Airbus A320,,,,,,,,eb08a4c0-455c-4aea-a241-6b314666096d,b57b4c86-4724-48f1-80be-d7de4036004a,b3f217fd-4bc7-4806-9efe-abe9446a74df,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,dd390a1f-e92a-4411-ab72-04db16d42030
